"","1p","1q","2p","2q","3p","3q","4p","4q","5p","5q","6p","6q","7p","7q","8p","8q","9p","9q","10p","10q","11p","11q","12p","12q","13q","14q","15q","16p","16q","17p","17q","18p","18q","19p","19q","20p","20q","21q","22q"
"MMRF_2700",0.941,0.941,0.935,0.935,0,0.854,-0.114,0,0.741,0.741,0.778,-0.159,0.303,0.303,0,0,0.933,0.933,0,0,0.976,0.976,0,0,0,0,1.672,-0.178,-0.178,-0.239,0.493,0.905,0.905,0.738,0.738,0,0,0,-0.155
"MMRF_2705",0,0,0,0,0.918,0.918,0,0.412,0.511,0.216,0.434,-0.703,0,0,0,0,1.656,1.306,0,0,0.897,0.897,0,0,0,0,0.876,0,0,-0.858,0,1.634,1.634,0.733,0.733,0,0,0.852,0
"MMRF_2706",0,1.76,0,0,0,0,0,0,0,0,0,-0.871,0,0,0,0,0,0,0,0,0,0,-0.866,0,-0.956,0,0,0,0,0,0,0,0,-0.14,-0.14,-0.908,0,0,-1.061
"MMRF_2709",0,0,0,0,0.665,0.665,0,0,0.783,0.783,0,0,0.738,0.738,0,0,0.791,0.791,0,0.389,0.707,0.707,-0.136,-0.136,-0.768,0,1.47,0,0,-0.12,-0.12,0,0,0.547,0.547,0,0,0,-0.137
"MMRF_2716",0.131,0.131,0.113,0.113,0.124,0.124,-0.54,-0.54,0.129,0.129,0.127,0.127,0.122,0.122,0,0,0,0,-0.571,-0.571,-0.587,-0.587,-0.574,-0.574,-0.554,-0.571,0.729,-0.592,-0.592,-0.62,-0.62,0.113,0.113,0.432,0.432,-0.591,-0.591,-0.571,0
"MMRF_1988",0,0,0,0,0.897,0.897,0,0,0.513,0,0.856,0.856,0.342,0.342,0,0,0.889,0.889,0,0,1.003,1.003,-0.422,0,0,0,0.848,0,0,-0.138,-0.138,0,0,1.254,1.254,0.199,0.199,0,-0.211
"MMRF_2754",0,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142,-0.142,0,0,0,-0.131
"MMRF_2727",0,0,0,0,0.933,0.933,0,0,0.902,0.883,0,0,0.945,0.945,0,0,1.799,1.799,0,0,0,0,0,0,0,0,0.932,0,0,0.881,0.881,0,0,0.816,0.816,-0.18,-0.18,0.952,0
"MMRF_2731",0,0.829,0,0,0.955,0.955,0.922,0.922,1.926,1.926,0.807,0,0.945,0.945,0,0,0.978,0.978,0,0,0,0,0,0,-0.916,0,0.866,-0.978,-0.978,-0.188,-0.188,0,0,0.617,0.617,0,0,0,-0.19
"MMRF_2732",1.025,1.944,0,0,0,0,-0.946,-0.946,0,0,0,-0.932,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.952,0,0,0,0,0,0,0,0.758,0,0,0,0,-0.116
"MMRF_2733",0,0,0,0,0.979,0.979,0,0,0,0,0,0,0,0,0,0,1.925,1.925,0,0,0.959,1.922,0,0,0,0,0.948,0,0,0,0,0,0,0.818,0.818,0,0,0.965,0
"MMRF_2734",0,0,0,0,0.906,0.906,0,0,0.925,0.925,0,0,0.859,0.859,-0.276,0,1.841,1.841,0,0,0.957,0.957,0,0,0,0,0.829,-0.153,-0.153,-0.274,-0.135,0,0,1.4,1.4,0,0,0,-0.171
"MMRF_2737",0,0,0,0,0.955,0.955,0,0,0.977,0.977,0,0,0,0,0,0,1.986,1.826,0,0,0.916,0.916,0,0,0,0,1.84,-0.186,-0.186,-0.207,-0.207,0,0,0.602,0.602,0,0,0.63,-0.25
"MMRF_2740",0,0.853,0,0,0.946,0.946,0,0,0.957,0.957,0,0,0.912,0.912,0,0,0.93,0.93,0,0,0,0,0,0,-0.912,0,0.886,0,0,0,0,0.936,0.936,0.673,0.192,0,0,0,-0.157
"MMRF_2757",-0.931,0,0,0,0,0,0,0,0,0,0,-0.932,0,0,-0.394,0,0,0.332,0,0,0,0,0,-0.342,-0.873,-0.948,0,0,-0.892,-0.986,-0.986,0.289,0.289,-0.128,-0.128,0,0,0,-0.134
"MMRF_1805",0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.125,-0.125,0,0,-0.125,-0.125,0,0,0,-0.168
"MMRF_2728",0,0,0,0,0.83,0.83,0,0,0.827,0.827,0.802,0.802,0,0,0,0,0.802,0.802,0,0,0,0,0,0,0,0,0.789,0,0,0,0,0,0,0.678,0.678,-0.11,0.183,0,-0.106
"MMRF_2729",-0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104,-0.104,-0.111,-0.111,0,0,-0.211,-0.211,0,0,0,-0.199
"MMRF_2739",0,0,0,0,0,0,-0.918,0,0,0,0,0,0,0,0,0,0,0,0,-0.865,-0.91,-0.91,0,-0.933,-0.974,-0.951,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMRF_2742",0,0,0,0,0.877,0.877,0,0,0,0,0.903,0.903,0.859,0.859,-0.51,0,0.958,0.958,0,0,0.715,0.715,0,0,0,0,0.952,-0.154,-0.154,-0.106,-0.106,0.869,0.869,0.658,0.374,0,0,0.165,-0.112
"MMRF_2743",0,0.26,0,0,0,0,0,0,0.736,0.736,0.723,0.723,0,0,0,0,1.443,1.443,0,0,0.723,0.723,0,0,-0.754,0,0.709,0,0,-0.114,-0.114,0,0,-0.165,-0.165,0,0,0,-0.845
"MMRF_2745",0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,-0.888,-0.888,0,0,0,0,-0.13,-0.13,0,0,-0.906,-0.945,0,0,0,-0.143,-0.143,0,0,-0.167,-0.167,0,0,0,-0.155
"MMRF_2746",0.174,0.931,0,0,0,0,0,0,0.101,0,0,0,0,0,0,0,0,0,-0.114,0,0,0,0,0,-0.911,-0.906,0,0,0,0,0,0,0,0.769,0.769,0,0,0,0
"MMRF_2750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126,-0.126,0,0,0,-0.128
"MMRF_2751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.957,0,-0.77,0,0,0,0,0,0,-0.967,0,-0.104,-0.104,-0.917,0,0,-0.996
"MMRF_2760",0,0,0,0,0,0,0,0,0,0,0.893,0.893,0,0,0,0,0,0,0,0,0,0,0,0,-0.95,-0.947,0,0,-0.837,0,0,0,0,-0.149,-0.149,0,0,0,-0.108
"MMRF_2761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.939,0,0,0,0,-0.124,-0.124,0,0,-0.185,-0.185,0,0,0,-1.008
"MMRF_2762",0,1.713,0,0,0,0,0,0,0,0,0,0,0,0,-0.743,0.853,0,0,0,0,0,0,0,0,-0.879,0,0,0,-0.82,0,0,0,0,-0.11,-0.11,0,0,0,0
"MMRF_2763",0,0,0,0,0.628,0.628,0,0,0.854,0.854,0,0,0.838,0.838,0,0,0.869,1.511,0,0,0.775,0.775,0,0,-0.289,0,0.841,0,-0.546,-0.153,-0.153,0,0,0.675,0.675,0,0,0,-0.172
"MMRF_2764",0,0,0,0,0,0,0,0,0.968,0.968,0,0,0.925,0.925,-0.849,-0.554,0,0,0,0,0.921,0.921,0,0,-0.938,0,1.783,-0.109,-0.959,-0.258,0.103,0,0,0.585,0.585,0,-0.531,0,-1.032
"MMRF_2767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.829,0.805,0,0,0,0,0,0,0,0,-0.85,0,0,0,0,0,0,-0.826,0,0,0,0,-0.724,0,-0.8
"MMRF_2769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMRF_2770",0,1.656,0,0,0,0.768,0,0,0.918,0.918,0,0,0,0,0,0,1.834,0.915,0,0,0,0,0,0,-0.919,0,0.879,0,0,0,0,0.899,0.899,0.592,0.592,0,0,0,0
"MMRF_2772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339,0,0,0,0,0,0,0,0,0,0,0,-0.147,-0.147,0,0,0,-0.148
"MMRF_2774",0,0,0,0,0.819,0.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.891,-0.872,0,-0.161,-0.161,0,0,0,0,-0.135,-0.135,0,0,0,0
"MMRF_2776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.319,0,0,0,0,0,0,0,0,0,-0.884,0,0,-0.128,-0.886,0,0,0,0,-0.153,-0.153,0,0,0,-0.156
"MMRF_2778",0,0.689,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,1.009,0.847,0,0,1.729,1.729,0,0,0,0,0.815,-0.238,-0.375,-0.178,-0.178,0.883,0.883,0.296,-0.233,0,-0.128,0.882,-0.251
"MMRF_2779",0,0,0,0,0.921,0.921,0,0,0.945,0.945,-0.103,-0.103,0,0,0,0,1.277,1.277,-0.126,-0.126,0.889,0.889,-0.183,-0.183,0,0,0.802,-0.184,-0.184,-0.226,-0.226,0,0,0.472,0.472,-0.138,-0.138,0.872,-0.296
"MMRF_2781",-0.841,0.189,-0.156,-0.156,0,0,0.347,0.347,0,0,0,0,0.198,0.198,0,0,0,0,0,0,0,0.164,0,0,-0.787,0,0.199,-0.883,-0.883,0,0,0.221,0.221,0.37,-0.197,0,0,0.393,0
"MMRF_2782",0,0,0,0,0.808,0.808,0,0,1.419,1.419,0,0,0.771,0.771,0,0,0.745,0.745,0,0,0.761,0.761,0,0,0,0.748,1.49,-0.145,-0.145,-0.13,-0.13,0,0,1.241,1.241,0,0,0.768,-0.193
"MMRF_2787",0,0,0,0,0,0,0,0,0,0,0,-0.907,0,0,0,0,0,0,0,0,0,0,-0.476,-0.476,-0.949,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116
"MMRF_2788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.876,0,0,0,0,0,0,0,0,-0.122,-0.122,0,0,0,-0.137
"MMRF_2789",1.036,1.036,0.259,0.259,0.964,0.964,0,0,0,0,0,0,0,0,0,0,0,0.938,0,0,0,0,0,0,-0.953,-0.958,0,0,0,0,0,0,0,0,0,-0.144,0,0,0
"MMRF_2793",0,0.366,0,0,0.455,0.455,0.419,0.419,0.423,0.423,0.46,0.46,0.403,0.403,0.182,0.295,0.405,0.405,-0.111,-0.111,0,0,0.419,0.419,-0.591,0,0.415,-0.161,-0.161,-0.19,-0.19,0,0,0.206,0.206,-0.159,-0.159,0.414,-0.242
"MMRF_2794",0,0.822,0,0,0.925,0.925,0,0,0,0,0,0,0.891,1.006,0,0,0,0,0,0,0,0,0,0,0,0,0.866,-0.163,-0.163,-0.126,-0.126,0,0,0.675,0.675,-0.107,-0.107,0.899,-0.187
"MMRF_2795",0,0,0,0,0,0,0,0,0.78,0.78,0,0,0.737,0.737,0,0,0.73,0.73,0,0,0.527,0.527,0,0,0,0,0.698,-0.11,-0.11,-0.105,-0.105,0,0,0.534,0.534,0,0,0,-0.157
"MMRF_2801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.776,0,0,0,0,-0.739,0,0,0,0,0,0,0,0,0,0
"MMRF_2799",-0.114,-0.114,0,0,0,0,0,0,0.932,0.932,0,0,0,0,-0.422,0,0.943,0.943,0,0,0.903,0.903,-0.109,0,-0.402,0,0.904,-0.114,-0.114,-0.143,-0.143,-0.454,0,0.378,0.378,0,0,0.916,-0.707
"MMRF_2807",0.901,0.901,0,0,0,0,0,0,0,0,0.824,-0.874,0,0,-0.885,0,0,0,0,0,0.874,0,0,0,-0.835,0,0,0,0,0,0,0,0,-0.133,-0.133,0,0,0,0
"MMRF_2808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMRF_2813",0,0,0,0,1.86,1.86,0,0,1.855,1.855,0,0,1.795,1.795,0,0,1.831,1.831,0,0,1.761,1.761,0,0,0,1.774,1.705,-0.163,-0.163,-0.197,-0.197,1.843,1.843,1.391,1.391,-0.144,-0.144,1.777,-0.245
"MMRF_2814",-0.892,0,0,0,0,1.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.941,-0.837,0,0,-0.956,0,0,-0.981,0,0.791,0.791,0,0,0,-0.112
"MMRF_2815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0,0,-0.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMRF_2816",0.639,0.836,0,0,0,0,-0.262,0,0.956,0.956,0,0,0.922,0.922,-0.017,0.256,1.031,1.031,0,0,0.898,0.898,-0.592,0,-0.935,0,0,-0.965,-0.965,-0.145,-0.145,0,0,0.666,0.666,0.331,-0.363,0,-1.017
"MMRF_2817",0.978,0.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.943,0,0,1.034,1.034,0,0,0,0,0,0
"MMRF_2818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123,-0.123,0,0,-0.169,-0.169,0,0,0,-0.138
"MMRF_2820",0,0.847,0,0,0,0.923,0,0,0.946,0.946,0,0,0,0,0,0,0.897,0.897,0,0,0,0,0,0,-0.897,0,0.859,-0.14,-0.14,-0.135,-0.135,0.91,0.91,0.654,0.654,0,0,0.907,-0.165
"MMRF_2822",0,0,0,0,0,0,0.457,0.457,0.778,0.778,0,0,0,0,0,0,0.762,0.762,0,0,0.707,0.707,0,0,0,0,0.721,-0.143,-0.517,-0.238,-0.238,0,0,0.478,0.478,0,0,0,-0.873
"MMRF_2831",0,0,0,0,0.446,0.446,0,0,0,0,0,0,0,0,0,0,0.419,0.419,0,0,0.423,0.423,0,0,0,0,0.865,0,0,0,0,0.447,0.447,0.267,0.267,0,0,0.428,-0.122
"MMRF_2827",0,0,0,0,0.84,0.84,0,0,0.901,0.901,0,-0.854,0.883,0.883,-0.948,0,0.907,0.907,0,0,0.876,0.876,-0.897,0,-0.926,0,1.586,-0.117,-0.117,-0.352,0,0.895,0.895,0.658,0.658,0,0,0,-0.135
"MMRF_2826",0,0.901,0,0,0,0,-0.103,0,0,0.984,0.911,0,0,0,-0.844,0,0.922,0.922,0,0,0,0,0,0,0,-0.844,0,0,0,0,0,0,0,0.686,0.686,0,0,0,-0.119
"MMRF_2828",0,0.963,0,-0.928,0,0,0,0,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.836,0,-0.942,0,0,0,0,0,0,0,0,-0.106,-0.106,0,0,0,0
"MMRF_2834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.849,0,0,0,0,0,0,0,-0.152,-0.152,0,0,0,-0.136
"MMRF_2829",0.036,0.776,0,0,0.723,0,0,0,0.106,0.106,0.577,-0.883,0,0,-0.879,0,0,0,0,0,0,0,0,0,-0.877,-0.882,0,0,-0.83,0.438,0.438,0.762,0.762,0.565,0.565,0,0,0,-0.104
"MMRF_2830",0,0,0,0,0.959,0.959,0,0,0.967,0.967,0,0,0,0,0,0,1.914,1.734,0,0,0.896,0.896,0,0,0,0,0.863,0,0,0.737,0.737,0,0,0.64,0.64,0,0,0.908,-0.193
"MMRF_2832",0,0,0,0,0.938,0.938,0,0,0.939,0.939,0.894,0.894,0.916,0.916,0,0,0.949,0.949,0,0,0.92,0.92,0,0,0,0,0.923,-0.104,-0.104,0,0,0,0,0.683,0.683,0,0,0.9,-0.182
"MMRF_2836",0.704,1.829,0,0,0,0,0,0,0,-0.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.684,0,0,0,0,-0.101,-0.101,0,0,0,0
"MMRF_2848",0.444,0.546,0.559,0.559,0.584,0.584,0.604,0.604,0.602,0.602,0.57,0.57,0.545,0.545,0,0,0,0,0,0,0,0,0,0,-0.137,0,0.354,-0.177,-0.725,-0.158,-0.158,0,0,0.338,0.338,-0.105,-0.105,0,-0.171
"MMRF_2847",0,0,0,0,0.914,0.914,0,0,0.885,0.885,0,0,0,0,0.88,0.88,0.895,1.52,0,0,0.869,1.741,0,0,0,0,0.853,-0.107,-0.822,-0.151,-0.151,0,0,0.586,0.586,-0.104,-0.104,0,-0.171
"MMRF_2851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.707,0,0,0,0,-0.122,-0.122,0,0,-0.167,-0.167,0,0,0,-0.117
